date,text,views,forwards,replies
2025-04-23 10:57:59+00:00,"**«Последнее предложение» Трампа о мире — что оно означает для Украины и России? Главные условия: США признают аннексию Крыма, Украина не вступает в НАТО, Запорожскую АЭС отдают американцам
**
Стали известны подробности «последнего предложения» Трампа о завершении российско-украинской войны. США представили его Украине, России и европейским союзникам 17 апреля. Согласно плану, США признают аннексию Крыма, а под контролем России останутся значительные территории, которые та оккупировала с 2022 года. В случае отказа США угрожают отказаться от посредничества между сторонами.

———

Открыть с [VPN](https://meduza.io/feature/2025/04/23/poslednee-predlozhenie-trampa-o-mire-chto-ono-oznachaet-dlya-ukrainy-i-rossii) | [без VPN](https://bit.ly/meduzamirror#/feature/2025/04/23/poslednee-predlozhenie-trampa-o-mire-chto-ono-oznachaet-dlya-ukrainy-i-rossii)",209758,515,0
2025-04-23 10:35:12+00:00,"**Силовики после обыска допросили мать Ильи Азара** **Ларису Яркину — «ОВД-Инфо»
**
По данным проекта, ее уже отпустили. Она проходит по делу как свидетель. 

Также после допроса отпустили бывшего московского муниципального депутата Галину Фильченко. Она также проходит по делу в качестве свидетеля. 

«ОВД-Инфо» сообщает, что на допрос в ОВД «Никулинское» увезли жену бывшего мундепа Нодари Хананашвили Полину.

———

Утром 23 апреля российские государственные СМИ [сообщили](https://bit.ly/meduzamirror#/news/2025/04/23/k-rodstvennikam-uchastnikov-assotsiatsii-deputaty-mirnoy-rossii-prishli-s-obyskom), что по месту жительства бывших московских муниципальных депутатов Ильи Азара, Галины Фильченко, Нодари Хананашвили и Игоря Глека проходят обыски. По данным RT, обыски проводят в рамках дела о сотрудничестве с «нежелательной организацией» — ассоциацией «Депутаты мирной России». Дело в отношении Азара и Глека, сообщило издание, завели 23 апреля. По этому же делу проходят еще два муниципальных депутата — Елена Русакова и Сергей Власов. 

Прокуратура Москвы в середине марта потребовала возбудить уголовное дело в отношении четырех членов ассоциации «Депутаты мирной России», бывших московских муниципальных депутатов Игоря Глека, Ильи Азара, Елены Русаковой и Сергея Власова. По версии прокуратуры, бывшие депутаты нарушили статью об организации деятельности иностранной структуры, объявленной в России «нежелательной» (часть 3 статьи 284.1 УК).",214792,5,0
2025-04-23 10:11:51+00:00,"**В аэропортах Нижнекамска и Казани введены ограничения. Телеграм-каналы сообщают**, **что беспилотники атаковали Елабугу
**
По словам очевидцев, которые приводит SHOT, сбиты как минимум четыре беспилотника. 

Минобороны РФ вскоре сообщило, что над Татарстаном сбит один украинский беспилотник. 

———

В особой экономической зоне «Алабуга» развернуто массовое производство ударных беспилотников, которые Россия использует в войне против Украины. Украинские беспилотники ранее неоднократно атаковали цели в Татарстане, в том числе в Елабуге. 

Видео: Осторожно, новости. На видео есть мат",215409,479,0
2025-04-23 09:56:44+00:00,"**Вашингтон выйдет из переговоров о мирном соглашении, если не получит от Москвы и Киева положительного ответа на свои предложения - вице-президент США
**
«Мы выдвинули очень четкое предложение обеим сторонам — России и Украине — и пришло время или им сказать ""да"", или же США выйти из этого процесса», — заявил Джей Ди Вэнс, [передает](https://www.bloomberg.com/news/articles/2025-04-23/vance-says-territory-concessions-needed-for-ukraine-russia-deal) Bloomberg. 

По его словам, Украине и России придется отказаться от части территорий, которые контролирует сейчас каждая из сторон. 

«Необходимо провести некоторые территориальные обмены», — сказал вице-президент США.

Пресс-секретарь президента России Дмитрий Песков, комментируя слова Вэнса, сказал, что в Кремле не расценивают заявления вице-президента США как ультиматум со стороны Вашингтона. «Нет, США продолжают свои посреднические усилия, и, безусловно, мы приветствуем эти посреднические усилия. Также мы продолжаем наши контакты, я еще раз повторяю», — приводит его слова РИА Новости.",216704,404,0
2025-04-23 09:34:12+00:00,"**Axios: Украина на переговорах в Лондоне собиралась обсуждать 30-дневное перемирие, а не мирный план Трампа
**
Представители Украины 23 апреля на встрече в Лондоне [собирались](https://bit.ly/meduzamirror#/news/2025/04/23/axios-ukraina-na-peregovorah-v-londone-sobiralas-obsuzhdat-30-dnevnoe-peremirie-a-ne-mirnyy-plan-trampa) обсуждать с переговорщиками из США и Европы 30-дневное прекращение огня, а не окончательное мирное соглашение с Россией, которое предложила администрация президента США Дональда Трампа. Об этом говорится в статье Axios, посвященной «последнему предложению» США.

Украинская делегация начала намекать на такой ход переговоров в последние сутки перед встречей, рассказал изданию американский чиновник, участвовавший в обсуждении. «Было принято решение, что госсекретарь [США Марко Рубио] не поедет в Лондон. Вместо этого американская делегация продолжит переговоры с британскими и украинскими коллегами», — сказал он.",227103,222,0
2025-04-23 09:27:24+00:00,"**В Екатеринбурге закрыли на карантин школу, в которой отравились более 40 учеников начальных классов
**
Учеников школы №178 на Уралмаше перевели на дистанционное обучение до конца недели. «На карантин сейчас выводим для обработки специализированной организацией. Вся школа переводится на дистант», — [сообщила](https://www.e1.ru/text/incidents/2025/04/23/75375077/) E1.ru глава департамента образования Екатеринбурга Инна Гумбатова. 

Утром 23 апреля родители учеников пожаловались на массовое отравление детей. Они рассказали, что у детей рвота и диарея. Школьники сообщили, что накануне ели в столовой гречку с гуляшом, и вкус соуса показался им странным. У старшеклассников было другое меню и ни у кого из них не было проблем с кишечником.

Как пишет E1.ru, в школу выехали специалисты Роспотребнадзора, проверку также проводит и прокуратура.",217954,155,0
2025-04-23 09:05:50+00:00,"**В результате удара российского дрона по автобусу в Марганце пострадали 42 человек
**
Такие данные привел глава Днепропетровской областной администрации Сергей Лысак. 39 пострадавших госпитализированы.",216465,5,0
2025-04-23 09:00:33+00:00,"**МИД Великобритании официально подтвердил, что в запланированном формате переговоры о завершении российско-украинской войны сегодня не состоятся
**
Как [говорится](https://bit.ly/meduzamirror#/news/2025/04/23/v-london-pribyla-ukrainskaya-delegatsiya-dlya-mirnyh-peregovorov-no-mid-velikobritanii-ih-otmenil) в заявлении ведомства, встреча на уровне министров иностранных дел Великобритании, Франции, Германии и Украины откладывается.  В МИДе уточнили, что переговоры все же продолжаются, но пока на более низком уровне, и будут закрытыми для прессы.",223754,111,0
2025-04-23 08:44:34+00:00,"**HBO еще не решили, кто сыграет Гарри Поттера в их новой экранизации — а фанаты уже из-за нее ругаются. Что известно о самом ожидаемом сериале 2020-х
**

15 апреля платформа Max объявила первые имена актеров, утвержденных на роли в сериале по «Гарри Поттеру». Например, Дамблдора сыграет Джон Литгоу из «Конклава», а Хагрида — комик Ник Фрост. Но фанаты вселенной уже недовольны — особенно выбором на роль Северуса Снейпа темнокожего актера Паапа Эссиду. «Медуза» рассказывает, что известно о новой экранизации волшебного мира Хогвартса, кто отвечает за адаптацию и что раздражает поклонников. 

———

Открыть с [VPN](https://meduza.io/feature/2025/04/23/hbo-esche-ne-reshili-kto-sygraet-garri-pottera-v-ih-novoy-ekranizatsii-a-fanaty-uzhe-iz-za-nee-rugayutsya) | [без VPN](https://bit.ly/meduzamirror#/feature/2025/04/23/hbo-esche-ne-reshili-kto-sygraet-garri-pottera-v-ih-novoy-ekranizatsii-a-fanaty-uzhe-iz-za-nee-rugayutsya)",226086,512,0
2025-04-23 08:23:29+00:00,"**Гроб с телом папы римского Франциска выставили в соборе Святого Петра
**
23 апреля начинается прощание с понтификом. Похороны пройдут в субботу, 26 апреля.",211864,294,0
2025-04-23 08:18:41+00:00,"**«Будем работать ради мира». В Лондон прибыла украинская делегация для мирных переговоров
**
В Лондон приехали глава офиса президента Украины Андрей Ермак, министр обороны Рустем Умеров и министр иностранных дел Андрей Сибига. 

«Несмотря ни на что, будем работать ради мира. Как и договорились в Париже, встретимся с американскими и европейскими собеседниками, которые находятся сегодня в британской столице. Путь к миру непростой, но Украина была и остается преданной мирным усилиям. <...> Сегодня будем говорить о способах достижения полного и безусловного прекращения огня как первого шага к полноценному процессу урегулирования и достижения справедливого и устойчивого мира», — сообщил Ермак. 

———

Ранее сообщалось, что vинистры иностранных дел Великобритании, Франции, Германии и Украины отложили запланированные переговоры о завершении российско-украинской войны, которые планировали провести в Лондоне 23 апреля. По данным Sky News, обсуждение мирного плана пока будет продолжено на уровне высокопоставленных чиновников, но не глав внешнеполитических ведомств",218426,102,0
2025-04-23 08:11:59+00:00,"**Бывшего концертного директора Игоря Талькова Валерия Шляфмана заочно приговорили к 13 годам колонии по делу об убийстве певца
**
Суд в Санкт-Петербурге признал Валерия Шляфмана виновным в убийстве Игоря Талькова и заочно приговорил его к 13 годам лишения свободы, сообщает ТАСС. 

———

Игорь Тальков погиб 6 октября 1991 года в ходе перестрелки, произошедшей за кулисами во время концерта в петербургском дворце спорта «Юбилейный». Конфликт возник между представителями Талькова и певицы Азизы из-за очередности выступлений. По версии следствия, Талькову и его директору Валерию Шляфману угрожал пистолетом телохранитель Азизы Игорь Малахов. Во время потасовки Шляфман завладел оружием Малахова и выстрелил в него, но в итоге пуля попала в Талькова, задев сердце и легкое. Певец умер на месте. Концерт в «Юбилейном» прервали.

Изначально Шляфмана обвиняли в убийстве по неосторожности. В феврале 1992 года он уехал из России в Израиль и сменил фамилию. С тех пор расследование дела приостановили, но в 2018 году Следственный комитет его возобновил. В 2022 году суд в Петербурге заочно арестовал Шляфмана, обвинив в убийстве и покушении на убийство, совершенных общеопасным способом.",213905,177,0
2025-04-23 07:50:36+00:00,"**ФСБ сообщила, что из России выдворили бывшего сотрудника Службы информации и безопасности Молдовы
**
По версии спецслужбы, Дмитрий Руснак в 2024 году приехал в Россию «с заданием по сбору сведений закрытого характера о планах российского руководства» в отношении Молдовы, сотрудников силовых и иных госструктур России, «участвующих во внешнеполитической деятельности на молдавском направлении». 

Он, как утверждают в ФСБ, пытался легализоваться в РФ, а в случае попадания «в поле зрения органов безопасности должен был демонстрировать свою лояльность и готовность к сотрудничеству». 

В ФСБ заявили, что в ходе допроса с использованием полиграфа «факт его прибытия в Россию с разведывательно-подрывными целями подтвержден». 

Дмитрию Руснаку запретили въезд в Россию сроком на 60 лет.",213662,38,0
2025-04-23 07:20:14+00:00,"**Правда ли, что ученые из Кембриджа нашли признаки жизни на планете за пределами Солнечной системы? Главное о сенсационном открытии. Или не сенсационном?
**
На прошлой неделе группа исследователей из Кембриджского университета выпустила статью в научном журнале журнале The Astrophysical Journal Letters, в которой заявила об обнаружении следов возможной жизни на планете K2-18b за пределами Солнечной системы. Сенсационное заявление ученых растиражировали мировые СМИ. И многие, кажется, даже не заметили скепсиса, с которым выводы кембриджских авторов встретили их авторитетные коллеги из других университетов. Аргументы критиков пока действительно звучат более убедительно, да и сами ученые в своей научной статье, кажется, утверждали не совсем то, что донесли до массовой аудитории журналисты, прочитавшие лишь пресс-релиз, посвященный статье. В нашем разборе рассказываем, что действительно важно знать о заявлениях исследователей из Кембриджа и пора ли человечеству готовиться к первому контакту с внеземной цивилизацией (спойлер: нет!).

Открыть с [VPN](https://meduza.io/cards/pravda-li-chto-uchenye-iz-kembridzha-nashli-priznaki-zhizni-na-planete-za-predelami-solnechnoy-sistemy) | [без VPN](https://bit.ly/meduzamirror#/cards/pravda-li-chto-uchenye-iz-kembridzha-nashli-priznaki-zhizni-na-planete-za-predelami-solnechnoy-sistemy)",217186,907,0
2025-04-23 07:06:35+00:00,"**В Кыргызстане арестовали сотрудницу Русского дома по делу о вербовке наемников на войну в Украине
**
Первомайский районный суд Бишкека по ходатайству Госкомитета нацбезопасности Кыргызстана арестовал сотрудницу Русского дома (структура Россотрудничества) в Оше Наталью Секерину до 17 июня, сообщил «Интерфакс» со ссылкой на пресс-секретаря суда. 

По делу также арестован сотрудник пресс-службы мэрии Оша Сергей Лапушкин. Вместе с ним задержаны еще двое человек, их личности устанавливаются. Все четверо проходят по уголовному делу, возбужденного по статье «Наемничество». Она предусматривает до 15 лет лишения свободы.  

В суде сообщили, что задержанные подозреваются в вербовке людей для участия в войне в Украине. 

«Медиазона» [напоминает](https://zona.media/news/2025/04/22/verbovka), что в 2023 году в Кыргызстане приговорили к 10 годам колонии Аскара Кубанычбека уулу по делу об участии в российской вторжении в Украину. Позже приговор был смягчен, мужчину отпустили под обязательство отмечаться у силовиков дважды в месяц. Летом 2024 года Кубанычбек уулу сбежал в Россию и снова отправился на фронт.",212027,173,0
2025-04-23 06:53:47+00:00,"**Главы МИД стран Европы и Украины отложили переговоры в Лондоне о завершении российско-украинской войны **— **Sky News
**
По [данным](https://bit.ly/meduzamirror#/news/2025/04/23/sky-news-glavy-mid-stran-evropy-i-ukrainy-otlozhili-peregovory-v-londone-o-zavershenii-rossiysko-ukrainskoy-voyny) телеканала, обсуждение мирного плана пока будет продолжено на уровне высокопоставленных чиновников, но не глав внешнеполитических ведомств.

Министр иностранных дел Украины Андрей Сибига, несмотря на понижение уровня переговоров, по данным Sky News, все же приедет в Лондон, где проведет встречу с главой британского МИД Дэвидом Лэмми, а спецпосланник президента США Кит Келлог встретится с французскими и немецкими чиновниками.

Встречу на высшем уровне отменили после того, как госсекретарь США Марко Рубио отказался ехать на переговоры в Лондон.",212701,249,0
2025-04-23 06:47:37+00:00,"**На Apple составили протокол о «пропаганде ЛГБТ»
**
В Таганский районный суд Москвы поступил протокол по административной статье о «пропаганде ЛГБТ» в интернете, составленный на Apple Distribution International Ltd., пишет ТАСС. 

По этой статье юридическим лицам грозит штраф до четырех миллионов рублей или приостановление деятельности на срок до 90 суток.

Что стало поводом для составления протокола, не уточняется.",209554,383,0
2025-04-23 06:33:20+00:00,"**Российские военные уничтожили одно из ключевых предприятий энергетической инфраструктуры Херсона, в городе возможны отключения света **—** власти
**
Глава Херсонской областной военной администрации Александр Прокудин [сообщил](https://t.me/olexandrprokudin/7399), что российские войска больше суток проводят массированную атаку по одному из ключевых предприятий энергетической инфраструктуры Херсона. 

Он утверждает, что по объекту, который обеспечивает город светом, наносили удары из артиллерии и с помощью дронов. «Атаки БПЛА продолжаются до сих пор», — добавил Прокудин. 

По его словам, украинские военные всю ночь отражали удары, но к утру «россияне добились своего, уничтожив энергетический объект». 

«Энергетики делают все возможное и невозможное, чтобы стабилизировать энергетическую ситуацию в городе. Прошу всех максимально экономно пользоваться электроэнергией. В ближайшее время возможны вынужденные отключения», — написал Прокудин в своем телеграм-канале.",218290,104,0
2025-04-23 06:10:35+00:00,"**RT сообщил об обысках у родственников бывших муниципальных депутатов Ильи Азара и Игоря Глека
**
По информации пропагандистского телеканала, обыски проходят по делу о «нежелательной организации» — ассоциации «Депутаты мирной России». 

ТАСС сообщает, что силовики пришли с обысками в квартиры Ильи Азара, Игоря Глека, Галины Фильченко и Нодари Ханашвили. 

———

В середине марта прокуратура Москвы [попросила](https://bit.ly/meduzamirror#/news/2025/03/20/prokuratura-moskvy-potrebovala-vozbudit-ugolovnoe-delo-protiv-chetyreh-uchastnikov-assotsiatsii-deputaty-mirnoy-rossii) Следственный комитет возбудить уголовное дело в отношении четырех членов ассоциации «Депутаты мирной России», бывших московских муниципальных депутатов Игоря Глека, Ильи Азара, Елены Русаковой и Сергея Власова. По версии прокуратуры, бывшие депутаты нарушили статью об организации деятельности иностранной структуры, объявленной в России «нежелательной» (часть 3 статьи 284.1 УК). 

Ассоциацию «Депутаты мирной России» создали бывшие российские муниципальные депутаты. Первый съезд ассоциации прошел в октябре 2023 года. Генпрокуратура РФ объявила организацию «нежелательной» в августе 2024 года.",218204,71,0
2025-04-23 05:50:12+00:00,"**«Сколько раз за семь лет их допросили, мне даже считать страшно». Дело сестер Хачатурян все еще не завершено, но их отца уже признали виновным. Интервью адвоката Мари Давтян — об одном из самых громких процессов о домашнем насилии**

Тройка судей Бутырского суда Москвы 21 апреля посмертно признала Михаила Хачатуряна виновным в сексуализированном насилии над тремя дочерьми и умышленном причинении им тяжкого вреда здоровью. Защита сестер — Крестины, Ангелины и Марии — ждала этого почти семь лет. Дело Хачатурян — одно из самых громких дел о насилии в современной России. Кооператив независимых журналистов «Берег» узнал у адвоката Мари Давтян, которая защищает в суде Ангелину Хачатурян, как ей и ее коллегам удалось добиться этого решения и что оно значит для россиянок, которых судят по делам об убийстве в условиях домашнего насилия. «Медуза» публикует этот текст целиком.

———

Открыть с [VPN](https://meduza.io/feature/2025/04/23/skolko-raz-za-sem-let-ih-doprosili-mne-dazhe-schitat-strashno) | [без VPN](https://bit.ly/meduzamirror#/feature/2025/04/23/skolko-raz-za-sem-let-ih-doprosili-mne-dazhe-schitat-strashno)",220116,383,0
2025-04-23 05:36:35+00:00,"Число погибших в Марганце увеличилось до девяти. По данным «РБК-Украина», российский дрон атаковал автобус с работниками предприятия

Издание [ссылается](https://t.me/RBC_ua_news/139585) на председателя Днепропетровского областного совета. 

Глава Днепропетровской областной администрации Сергей Лысак сообщил, что число погибших выросло до девяти. Пострадали 30 человек. 

——

Фото: Сергей Лысак",219314,74,0
2025-04-23 05:28:52+00:00,"**Госсекретарь США Марко Рубио не приедет в Лондон на переговоры по мирному урегулированию в Украине** **после того, как Зеленский заявил, что Киев не признает оккупацию Крыма
**
The New York Times [пишет](https://www.nytimes.com/2025/04/22/world/europe/ukraine-cease-fire-talks.html), что Зеленский таким образом выступил против одного из ключевых предложений США по прекращению войны. 

Представитель Госдепа Тэмми Брюс объяснила отказ Рубио от поездки плотным графиком. 

В Госдепе сообщили, что в Лондоне будет присутствовать специальный посланник президента США по Украине генерал Кит Келлог. При этом неясно, поедет ли на переговоры спецпосланник президента США на Ближнем Востоке Стив Уиткофф, который ранее трижды встречался с президентом РФ Владимиром Путиным. 

———

По данным The Washington Post, на переговорах в Лондоне 23 апреля с Украиной и Европой Вашингтон предложит признать Крым российским. Ранее это предложение было передано американской стороной европейским союзникам и Украине на переговорах в Париже 17 апреля.

Зеленский вскоре заявил, что Украина этого не сделает. «Украина не признает юридически оккупацию Крыма. Это наша территория, территория народа Украины. Здесь не о чем говорить — это вне нашей Конституции», — говорил президент Украины.",268759,268,0
2025-04-23 05:07:55+00:00,"**Семь человек погибли в Днепропетровской области после удара российского дрона** **- местные власти
**
По [словам](https://t.me/dnipropetrovskaODA/21078) главы областной администрации Сергея Лысака, дрон атаковал город Марганец. Еще шесть человек получили ранения. 

Подробностей он не сообщил.",249729,61,0
2025-04-22 21:05:38+00:00,"**Главные новости 22 апреля**

✹ Financial Times: Путин [предложил](https://bit.ly/meduzamirror#/news/2025/04/22/financial-times-putin-predlozhil-ostanovit-boevye-deystviya-v-ukraine-po-nyneshney-linii-fronta) остановить боевые действия в Украине по нынешней линии фронта.

✹ Во Владимирской области [произошел](https://bit.ly/meduzamirror#/news/2025/04/22/vo-vladimirskoy-oblasti-proizoshel-vzryv-evakuiruyut-zhiteley-poselka-gde-nahoditsya-voinskaya-chast) взрыв на складе боеприпасов. Минобороны [назвало](https://bit.ly/meduzamirror#/news/2025/04/22/minoborony-rf-zayavilo-chto-vzryv-na-arsenale-vo-vladimirskoy-oblasti-proizoshel-iz-za-narusheniy-trebovaniy-bezopasnosti) его причиной нарушения требований безопасности.

✹ [Умер](https://bit.ly/meduzamirror#/news/2025/04/22/umer-zurab-tsereteli) Зураб Церетели.

✹ Комиков Славу Комиссаренко и Дмитрия Романова [лишили](https://bit.ly/meduzamirror#/news/2025/04/22/komikov-slavu-komissarenko-i-dmitriya-romanova-lishili-rossiyskogo-grazhdanstva-po-initsiative-fsb-im-zapreschen-v-ezd-v-rossiyu) российского гражданства «по инициативе ФСБ». Им запрещен въезд в Россию.

✹ «Новая газета Европа»: в РФПИ [начались](https://bit.ly/meduzamirror#/news/2025/04/22/novaya-gazeta-evropa-v-rfpi-nachalis-vnutrennie-proverki-posle-rassledovaniya-fbk-o-kirille-dmitrieve-fond-priostanovil-programmu-stazhirovok-i-nabor-novyh-sotrudnikov) «внутренние проверки» после расследования ФБК о Кирилле Дмитриеве. Фонд приостановил программу стажировок и набор новых сотрудников.

———

[Текст дня](https://bit.ly/meduzamirror#/feature/2025/04/22/veduschego-razrabotchika-grapheneos-samoy-bezopasnoy-v-mire-operatsionnoy-sistemy-dlya-smartfonov-prinuditelno-mobilizovali-i-otpravili-na-voynu): Ведущего разработчика GrapheneOS — самой безопасной в мире операционной системы для смартфонов — принудительно мобилизовали и отправили на войну. Вероятно, это случилось в Украине.",273934,101,0
2025-04-22 20:31:01+00:00,"**Директора школы, где восьмиклассника избили из-за «неформального вида», уволили. Напавших на подростка учеников исключили**

Департамент образования и науки Москвы принял решение уволить директора школы № 2120, где двое учеников избили восьмиклассника, [пишет](https://www.rbc.ru/rbcfreenews/6807e5049a79471c45e050a4?utm_source=telegram&utm_medium=messenger) РБК.

Напавших на подростка школьников исключили. «Приказы об отчислении школьников уже подписаны директором школы», — сказали РБК в школе.",261608,285,0
2025-04-22 20:11:03+00:00,"**Генерала Росгвардии, возглавляющего департамент цифрового развития и защиты, арестовали по делу о мошенничестве**

Суд в Москве арестовал главу департамента цифрового развития и защиты Росгвардии, генерал-майора Михаила Варенцова, по делу о мошенничестве (часть 4 статьи 159 УК), [сообщают](https://bit.ly/meduzamirror#/news/2025/04/22/generala-rosgvardii-vozglavlyayuschego-departament-tsifrovogo-razvitiya-i-zaschity-arestovali-po-delu-o-moshennichestve) «Коммерсант» и РБК со ссылкой на источники. 

ТАСС со ссылкой на правоохранительные органы пишет, что Варенцова задержали в рамках уголовного дела против начальника Главного центра информационных технологий Росгвардии Николая Чепкасова. 20 марта Чепкасов также был арестован по обвинению в мошенничестве в особо крупном размере.

Суть дела неизвестна. ТАСС сообщал, что центр, который возглавлял Чепкасов, занимается информационно-телекоммуникационной инфраструктурой Росгвардии, автоматизацией предоставления госуслуг, организацией межведомственного взаимодействия, информационной безопасностью, а также вопросами импортозамещения программного обеспечения.",254723,165,0
2025-04-22 19:40:31+00:00,"**Директор главной спецслужбы Израиля обвинил премьер-министра в попытке использовать ее для подавления протестов. Нетаниягу подозревает силовиков в заговоре против него**

Верховный суд Израиля рассматривает дело об увольнении директора главной спецслужбы страны ШАБАК Ронена Бара. В своих показаниях по этому делу Бар обвинил премьер-министра Биньямина Нетаниягу в попытках использовать ШАБАК как орудие против политических оппонентов. Рассказываем о противостоянии Нетаниягу с израильскими силовиками и юридическим сообществом, которое поставило страну на грань конституционного кризиса.

Открыть [с VPN](https://meduza.io/feature/2025/04/22/direktor-glavnoy-spetssluzhby-izrailya-obvinil-premier-ministra-v-popytke-ispolzovat-ee-dlya-podavleniya-protestov) | [без VPN](https://bit.ly/meduzamirror#/feature/2025/04/22/direktor-glavnoy-spetssluzhby-izrailya-obvinil-premier-ministra-v-popytke-ispolzovat-ee-dlya-podavleniya-protestov)",270770,273,0
2025-04-22 19:11:00+00:00,"**Комиков Славу Комиссаренко и Дмитрия Романова лишили российского гражданства «по инициативе ФСБ»**

Им также запрещен въезд в Россию, сообщается в пресс-релизе ФСБ.

В спецслужбе заявили, что на своих концертах в странах Евросоюза Комиссаренко и Романов «выступают против проведения специальной военной операции», а также «транслируют идеи о необходимости подрыва основ конституционного строя России».

———

Слава Комиссаренко изначально был гражданином Беларуси. К концу 2021 года он получил российское гражданство, а в 2022-м уехал из России — как говорил он сам, из-за преследования белорусского КГБ. В конце 2024 года суд в Минске заочно приговорил Комиссаренко к шести годам лишения свободы.

Бывший участник проекта Stand Up на канале ТНТ Дмитрий Романов родился и вырос в Одессе, затем переехал в Москву. В 2018 году он получил российское гражданство. В 2022 году Романов уехал из России, а в 2023 году рассказал, что получил израильский паспорт. Он также, по его словам, подал заявку на гражданство Румынии. «Я решил, что все гражданства, которые можно получить, я хочу получить, чтобы быть максимально гражданином мира», — говорил Романов.",253420,748,0
2025-04-22 18:56:59+00:00,"**РИА Новости попросило у Пескова комментарий по поводу публикации FT. Тот ответил, что «сейчас публикуется много фейков»**

«Сейчас публикуется много фейков, в том числе их публикуют и уважаемые издания, поэтому слушать надо только первоисточники», — сказал пресс-секретарь российского президента Дмитрий Песков.

Этот комментарий, как пишет РИА Новости, Песков дал по поводу публикации Financial Times о разговоре Владимира Путина и Стива Уиткоффа в Петербурге.

При этом в самой публикации, которая описывает предложение Путина заморозить боевые действия по линии фронта, также есть комментарий Пескова — он сказал, что «идет напряженная работа», которую «нельзя делать публично».",277953,403,0
